id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
31012216,CHARMING AVENIDA by HOMING,104083974,Homing,Lisboa,Santo Antnio,38.72339,-9.1465,Entire home/apt,83,2,7,2019-06-02,0.24,96,361
31013641,Glamping at The Shanti Space # 3,32747890,The Shanti Space,Mafra,"Enxara do Bispo, Gradil e Vila Franca do Rosrio",38.95717,-9.27227,Private room,60,2,3,2020-09-21,0.27,6,67
31013707,"NEW ◦ Alfama's Refuge, with river view",33435778,Paulo,Lisboa,Santa Maria Maior,38.71209,-9.12509,Entire home/apt,69,2,35,2019-11-08,1.27,6,0
31014983,"Apartamento em Mem Martins,4 Km de Sintra",231588194,Isabel,Sintra,Algueiro-Mem Martins,38.79473,-9.33952,Entire home/apt,55,4,2,2019-05-27,0.08,4,327
31016153,"Apartamento (2º andar) Rio de Mouro,6 Km de Sintra",231588194,Isabel,Sintra,Rio de Mouro,38.78779,-9.32114,Entire home/apt,45,4,2,2020-08-26,0.10,4,315
31016481,Graça Spacious Flat,3953109,Feels Like Home,Lisboa,So Vicente,38.71895,-9.12815,Entire home/apt,96,2,34,2019-03-31,1.15,275,333
31016600,"Apartamento (5º andar) Rio de Mouro,6 Km de Sintra",231588194,Isabel,Sintra,Rio de Mouro,38.78756,-9.32088,Entire home/apt,45,4,0,,,4,332
31019666,Stylish Caetanos Apartment  by Home With a View,231674292,Guillaume,Lisboa,Misericrdia,38.7125,-9.14567,Entire home/apt,230,2,58,2020-01-10,2.03,1,365
31030630,Chiado 2 Bedroom Charm by LovelyStay,257927631,LovelyStay,Lisboa,Santa Maria Maior,38.71194,-9.14128,Entire home/apt,70,2,59,2020-09-21,2.06,78,245
31031112,Orange Tree Patio  - Available for longer Stays.,231776986,Luisa,Lisboa,Estrela,38.7055,-9.16165,Entire home/apt,85,6,21,2019-10-01,0.83,1,139
31033718,Charming Flat near Lisbon Zoo,3953109,Feels Like Home,Lisboa,So Domingos de Benfica,38.73969,-9.17318,Entire home/apt,61,2,23,2020-10-10,0.78,275,242
31034846,Two Rooms  in Arroios,181637675,Osvaldo,Lisboa,Arroios,38.73384,-9.1362,Private room,35,2,5,2019-07-08,0.18,3,179
31035581,Cerrado da Serra -  Quarto Superior,94220432,João,Sintra,"Almargem do Bispo, Pro Pinheiro e Montelavar",38.84922,-9.27047,Private room,110,1,0,,,3,205
31038248,São Mamede Apartment,231831333,Isabel,Lisboa,Santo Antnio,38.71808,-9.15297,Entire home/apt,139,3,26,2019-11-04,0.86,1,353
31038304,GuestReady - Sunny and Chic Flat Fits 4 near Santos,402191311,GuestReady,Lisboa,Estrela,38.70642,-9.16169,Entire home/apt,54,2,45,2019-07-24,1.66,95,338
31038908,Casa do Jardim,231819657,Paulo,Lisboa,So Vicente,38.71409,-9.12947,Entire home/apt,311,3,23,2019-10-28,0.84,1,320
31042297,Carcavelos Ocean Breeze luxurious apartment,51739126,David,Cascais,Carcavelos e Parede,38.68325,-9.32773,Entire home/apt,82,2,10,2021-03-15,0.38,2,196
31043015,Terrace Bento Boutique Apt.-IBG HOME 8 min airport,16191071,Isabel,Loures,Moscavide e Portela,38.77802,-9.10249,Entire home/apt,75,2,9,2020-01-25,0.33,5,162
31043534,Ameli Rooms (Quarto vermelho),164779085,Amélia,Lisboa,Arroios,38.72707,-9.1367,Private room,19,1,0,,,4,162
31048623,NEW ◦ Alfama's Sweet Home,33435778,Paulo,Lisboa,So Vicente,38.71349,-9.12538,Entire home/apt,63,2,41,2020-03-10,1.49,6,0
31048950,New ◦ Alfama's fresh studio,33435778,Paulo,Lisboa,Santa Maria Maior,38.71161,-9.12548,Entire home/apt,52,2,25,2019-02-19,0.90,6,0
31055464,"Sweet Caravan of love, hippie paradise,nature pure",44255232,Artists,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80623,-9.43407,Entire home/apt,22,2,20,2021-04-18,0.82,3,110
31066576,Casa grande com piscina em cascais,165607253,Lene,Cascais,Alcabideche,38.72562,-9.43534,Entire home/apt,52,3,14,2020-07-30,0.55,1,320
31067924,Milvus Guesthouse Ericeira - Beachfront,119016648,Casa Milvus,Mafra,Ericeira,38.96386,-9.41793,Entire home/apt,120,3,19,2019-10-25,0.72,2,285
31068525,Quarto com duas camas a 35 minutos de Lisboa.,169591047,Ricardo,Sintra,Cacm e So Marcos,38.76111,-9.29729,Private room,88,5,0,,,1,90
31084864,Charming 2bed flat next to Praça da figueira,14741013,Álvaro,Lisboa,Santa Maria Maior,38.71392,-9.13692,Entire home/apt,102,2,6,2020-01-02,0.23,2,365
31098781,Suite,74792458,António,Lisboa,Olivais,38.77625,-9.11893,Private room,34,1,74,2019-10-28,2.66,5,317
31102511,Alfama's Flat with a National Pantheon view,227836548,GuestReady,Lisboa,Santa Maria Maior,38.71302,-9.12645,Entire home/apt,99,2,3,2019-04-14,0.10,3,51
31109236,Belém Modern Flat,76223539,BnBird Homes,Lisboa,Ajuda,38.70483,-9.2023,Entire home/apt,105,3,41,2019-09-21,1.44,88,199
31114150,Brand new Panteao Apartment,25064934,Fernandes,Lisboa,So Vicente,38.71414,-9.12344,Entire home/apt,53,3,57,2020-02-25,2.00,8,134
31115597,Quebra Costas Rooms,187446686,Luis,Torres Vedras,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",39.09411,-9.25911,Private room,45,1,3,2020-08-26,0.11,2,270
31135450,Cozy Flat in the Heart of Alfama - Clean & Safe,232703769,Junfeng,Lisboa,So Vicente,38.7145,-9.12387,Entire home/apt,79,2,21,2020-04-11,0.75,1,57
31135663,"Charming Villa in Sintra, Portugal",193538077,João,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79286,-9.38282,Entire home/apt,900,2,0,,,1,364
31146685,Walk Through Central Lisbon from a Chic Apartment,25793147,Alexandra Costa,Lisboa,Avenidas Novas,38.73158,-9.14903,Entire home/apt,84,3,15,2019-10-13,0.57,5,302
31163579,Very central classic apartment 3 bedrooms,1848304,Samuel,Lisboa,Misericrdia,38.71047,-9.14563,Entire home/apt,61,1,57,2020-02-02,1.91,11,335
31164923,Spacious Modern Flat in Historic Lapa,2768092,Ellen,Lisboa,Estrela,38.7087,-9.1587,Entire home/apt,62,3,8,2021-01-15,0.48,4,138
31165799,TravelingToLisbon 336 - Santos,140893245,TravelingToLisbon,Lisboa,Estrela,38.70796,-9.15753,Entire home/apt,115,1,4,2019-08-01,0.17,46,101
31167262,Campo de Ourique Elegant Flat,3953109,Feels Like Home,Lisboa,Campo de Ourique,38.71862,-9.1679,Entire home/apt,95,2,27,2020-02-17,0.92,275,283
31172346,Monte Pedral Apartment -Tipico apartamento à Graça,52389591,Luis,Lisboa,So Vicente,38.72014,-9.1243,Entire home/apt,37,3,49,2019-11-25,1.63,4,30
31173676,DownTown Comfy Suite,79974076,Andre,Lisboa,Santa Maria Maior,38.71382,-9.13591,Entire home/apt,80,3,9,2019-07-15,0.31,1,359
31180511,Dona Lisboa    Cosy Chic Apartment in Rossio,52206304,Patricia,Lisboa,Arroios,38.7174,-9.13772,Entire home/apt,38,1,129,2021-06-05,4.50,1,111
31191961,Sea View Ericeira Center - Casa da Baleia,43297619,Mariana,Mafra,Ericeira,38.9597,-9.41407,Entire home/apt,165,3,16,2019-11-05,0.58,1,286
31198695,Teles Place - The Surfers Place,16125060,Henrique,Cascais,Cascais e Estoril,38.71641,-9.38263,Private room,50,1,5,2019-09-11,0.18,1,365
31205066,HappySintra,233348771,Happy,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79095,-9.37411,Entire home/apt,286,2,0,,,1,264
31217728,a comfortable room in Alameda,233479970,Carrilha,Lisboa,Arroios,38.73523,-9.13723,Private room,45,3,0,,,1,180
31217927,Central Apartment in Town,169484695,Marta,Lisboa,Campo de Ourique,38.717,-9.15658,Entire home/apt,70,3,39,2020-03-08,1.28,2,242
31218592,No Limit Alfama Guesthouse - Double Room,188891184,Anna,Lisboa,Santa Maria Maior,38.70945,-9.131885,Private room,43,1,100,2021-07-07,8.43,5,50
31218760,No Limit Alfama Guesthouse - Twin Room,188891184,Anna,Lisboa,Santa Maria Maior,38.70945,-9.131885,Private room,38,1,249,2020-10-31,10.39,5,51
31218769,No Limit Alfama Guesthouse - large double bedroom,188891184,Anna,Lisboa,Santa Maria Maior,38.70945,-9.131885,Private room,47,1,40,2019-12-26,1.73,5,45
31220631,Panoramic Lisbon view terrace apartment in Graça,65910789,Pierre-Alexandre,Lisboa,So Vicente,38.71815,-9.13091,Entire home/apt,80,2,52,2020-03-09,1.92,2,22
31228686,"Beautiful home in Lourinhã with WiFi, 3 Bedrooms and Outdoor swimming pool",154027172,Novasol,Lourinh,Lourinh e Atalaia,39.23725,-9.33248,Entire home/apt,117,28,2,2020-08-31,0.19,7,0
31233747,"Private Room, 10 min. To train station",133909234,Kaue,Amadora,Mina de gua,38.76787,-9.23167,Private room,24,2,95,2020-11-04,3.14,1,158
31244930,Quiet apartment in a lively district,120763481,"Benoit, Conceição & Laura",Lisboa,Misericrdia,38.71487,-9.14503,Entire home/apt,65,3,47,2020-03-09,1.59,1,97
31246968,Your Home in Principe Real,22202159,Immo 4 Sarl,Lisboa,Misericrdia,38.71393,-9.14494,Entire home/apt,75,2,3,2020-01-03,0.12,1,180
31247335,AlfaHouse II in Graça/Alfama Near Santa Apolónia Subway,5663484,Vitaliano & Nara,Lisboa,So Vicente,38.71811,-9.12461,Entire home/apt,53,3,84,2020-06-05,2.97,4,365
31252849,"""Ericeira Ocean front Terrace""",31572637,Ericeira,Mafra,Ericeira,38.96831,-9.41846,Entire home/apt,104,2,20,2019-07-16,0.76,12,145
31252873,Chic Deluxe Apartment | AC | Families | Wi-Fi,233831222,Rui,Lisboa,Estrela,38.7132,-9.1695,Entire home/apt,78,1,27,2019-08-31,0.99,1,329
31253964,EXPO PANORAMIC VIEWS by HOMING,104083974,Homing,Lisboa,Parque das Naes,38.77396,-9.09771,Entire home/apt,108,2,14,2020-01-20,0.47,96,303
31282855,Marquês Pombal 3BDR Apartment by LovelyStay,257927631,LovelyStay,Lisboa,Santo Antnio,38.72384,-9.15226,Entire home/apt,141,2,28,2019-12-30,1.19,78,117
31284607,Baixa-MartimMoniz Glory 3Bedroom Flat,15826725,Anabela & Hugo,Lisboa,Santa Maria Maior,38.71749,-9.13383,Entire home/apt,139,2,36,2019-02-03,1.21,20,0
31284633,"Comfortable flat in Campo Pequeno, 8mins to metro",229968555,Sara E Rebecca,Lisboa,Avenidas Novas,38.74705,-9.1541,Entire home/apt,69,2,19,2019-09-07,0.73,6,361
31287632,SkyGarden Dream Corner Cute Flat,15826725,Anabela & Hugo,Lisboa,Santa Maria Maior,38.71738,-9.13382,Entire home/apt,69,2,39,2020-03-03,1.36,20,0
31290615,#1 Ocean view bedroom Carcavelos beach and NovaSBE,222858515,Filipe,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.6927,-9.32802,Private room,19,1,1,2019-01-21,0.03,28,0
31300551,"Anise Apartment, Campo Ourique, Lisbon",22192546,Madalena,Lisboa,Campo de Ourique,38.71666,-9.16494,Entire home/apt,100,3,7,2019-09-29,0.25,53,120
31301249,Chiado Sunny Apartment,3953109,Feels Like Home,Lisboa,Misericrdia,38.70827,-9.14427,Entire home/apt,145,2,11,2019-06-26,0.37,275,131
31301443,Villa Cascais by Sol Domus - for up to 18 people,21200870,Sol,Cascais,Alcabideche,38.74969,-9.44534,Entire home/apt,460,3,8,2020-09-19,0.43,16,23
31301864,Lovely apartment in Central Lisbon,234278185,Cloud,Lisboa,Arroios,38.73322,-9.14071,Entire home/apt,89,1,20,2020-01-26,0.71,1,97
31302383,Moscavide 3 room,122515187,Luis,Loures,Moscavide e Portela,38.77732,-9.09983,Entire home/apt,80,2,74,2019-04-05,2.44,3,161
31304677,COSY AND BRIGHT APARTMENT IN CITY CENTER - RATO,1451449,Pedro,Lisboa,Campo de Ourique,38.71722,-9.15706,Entire home/apt,85,300,1,2019-01-08,0.03,3,261
31305431,Belo - Lissabon Altstadt,228869638,Céu,Lisboa,Santa Maria Maior,38.71311,-9.12503,Entire home/apt,50,2,7,2021-01-13,0.39,25,311
31307497,Travessa - Lissabon Altstadt,228869638,Céu,Lisboa,So Vicente,38.71426,-9.12967,Entire home/apt,44,2,25,2021-06-11,0.85,25,300
31308438,Sao Vicente III - Lissabon Altstadt,228869638,Céu,Lisboa,So Vicente,38.71331,-9.12925,Entire home/apt,45,2,18,2020-10-04,0.65,25,317
31317277,Prestige Home Lisbon,234426148,Vasques,Lisboa,Arroios,38.7336,-9.14208,Entire home/apt,64,3,11,2020-01-01,0.41,1,270
31323474,Peaceful room in cosy bright house,21513330,Erida,Lisboa,So Vicente,38.71802,-9.1224,Private room,35,2,0,,,1,87
31329237,New Duplex Villa 8 | Sintra Historic Centre,102135515,Pedro,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79722,-9.39008,Entire home/apt,66,2,87,2021-06-26,3.04,1,159
31330673,"Sail&Sleep aboard a sailboat, the Alchemist!",220882747,Nuno,Lisboa,Alcntara,38.70033,-9.1765,Entire home/apt,120,1,2,2019-04-20,0.07,1,285
31334877,Cascais Central Sea View Villa,178462407,Hu,Cascais,Cascais e Estoril,38.70394,-9.41776,Entire home/apt,278,3,7,2019-09-30,0.27,6,11
31335275,Casa Concha,234584820,Antonio,Sintra,Colares,38.80954,-9.44885,Entire home/apt,35,1,191,2020-07-08,6.66,1,181
31344030,Old Vigas Apartments,170759608,Gest2Easy,Lisboa,Santa Maria Maior,38.71019,-9.13623,Entire home/apt,130,2,68,2021-05-24,2.32,15,0
31344912,Casa em Cascais - View Apartment,211467818,Ana,Cascais,Cascais e Estoril,38.70159,-9.43526,Entire home/apt,160,3,9,2019-06-18,0.81,2,0
31347665,Quiet Room near the Alameda Metro Station,97139334,Joana,Lisboa,Arroios,38.73513,-9.13479,Private room,25,7,18,2019-10-04,0.70,2,57
31351176,Adamastor cosy apartment,207402423,Paula,Lisboa,Misericrdia,38.71058,-9.14681,Entire home/apt,41,2,100,2020-02-10,3.40,4,295
31355113,2 BDR Historic Centre with Amazing Castle Views,76198055,Luisa,Lisboa,So Vicente,38.71746,-9.13211,Entire home/apt,65,4,15,2019-08-30,0.55,1,278
31356411,DESIGN FLAT - center Lisbon by riverside,47660714,Thiago,Lisboa,Alcntara,38.69953,-9.18176,Entire home/apt,129,6,18,2020-01-28,0.75,1,130
31358091,360º Rooftop Lisbon and River View,168166915,Manuel,Lisboa,Santa Maria Maior,38.71094,-9.13673,Entire home/apt,138,2,54,2020-02-16,1.87,3,189
31361925,Alfama modern apartment in the heart of Fado!,132126528,Joana,Lisboa,Santa Maria Maior,38.71189,-9.12786,Entire home/apt,28,1,58,2019-11-09,1.95,2,4
31362226,Joseph Bleck Tejo Stunning Views,234859314,Adelaide,Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.6996,-9.24093,Entire home/apt,51,2,67,2021-07-01,2.37,1,289
31365582,Quarto da Helena,49767539,Filomena,Loures,"Santa Iria de Azoia, So Joo da Talha e Bobadela",38.83854,-9.09924,Private room,25,3,7,2019-07-19,0.26,1,363
31369285,HISTORIC CENTER APT-WITH BALCONY -SPATEIROS STREET,13567546,Liliana,Lisboa,Santa Maria Maior,38.71137,-9.13929,Entire home/apt,120,1,32,2019-07-04,1.09,23,200
31369830,Elephant Neighbour - Clean & Safe,234926725,Natalyia,Lisboa,Santo Antnio,38.72474,-9.14515,Entire home/apt,105,2,15,2019-05-26,0.52,1,35
31370673,Heart of Alfama,24706569,Tânia,Lisboa,Santa Maria Maior,38.71167,-9.12615,Entire home/apt,41,2,155,2020-07-20,5.12,2,151
31370937,S. Vicente Suite/Casa dell'Arte Lisbon Club House,172967346,Ahu,Lisboa,So Vicente,38.71518,-9.12706,Private room,250,1,1,2019-08-28,0.04,5,290
31371209,Pantheon Suite / Casa dell'Arte Club House,172967346,Ahu,Lisboa,So Vicente,38.71655,-9.12568,Private room,290,1,0,,,5,328
31371487,Terrace Suite / Casa dell'Arte Club House,172967346,Ahu,Lisboa,So Vicente,38.71648,-9.12519,Private room,330,1,0,,,5,335
31372322,Romantic escape in Alfama,24706569,Tânia,Lisboa,Santa Maria Maior,38.713,-9.12677,Entire home/apt,45,2,160,2020-10-24,5.29,2,135
31373043,Anjos Apartment - Ilha do Príncipe,323609764,Marcella & Thiago,Lisboa,Arroios,38.72747,-9.1319,Entire home/apt,50,2,10,2019-05-14,0.34,9,185
31375068,At the Heart of  Alfama-Castelo-Graça,4332026,Sónia,Lisboa,So Vicente,38.714,-9.12974,Entire home/apt,63,2,29,2019-10-22,1.02,1,51
31384558,Exciting Lisbon Flea Market (Graça),15282851,Ana,Lisboa,So Vicente,38.71754,-9.12533,Entire home/apt,109,2,97,2020-01-26,3.30,4,347
31398006,No Limit Alfama Guesthouse - No Window Twin Room,188891184,Anna,Lisboa,Santa Maria Maior,38.70945,-9.131885,Private room,35,1,65,2020-02-19,2.50,5,46
31398351,Apartment Lisboa,235173928,Jorge,Lisboa,Santo Antnio,38.71722,-9.14648,Entire home/apt,51,2,55,2020-03-10,2.00,1,58
31398438,From Old Factory to Architect's Apt - Sé Cathedral,235167795,Maria,Lisboa,Santa Maria Maior,38.71005,-9.13124,Entire home/apt,50,4,43,2020-02-17,1.57,1,0
31403729,"Home Office in historic center, shared terrace:LG5",144152589,Olivier,Lisboa,Santa Maria Maior,38.70933,-9.13343,Entire home/apt,129,1,23,2020-01-25,0.78,29,166
31403755,Studio Apartment with Home Office Setup: LG1,144152589,Olivier,Lisboa,Santa Maria Maior,38.70933,-9.13343,Entire home/apt,129,1,41,2021-06-28,1.38,29,162
31403757,Apartment in historic center with balcony: LG3,144152589,Olivier,Lisboa,Santa Maria Maior,38.7104,-9.13296,Entire home/apt,129,1,65,2020-03-12,2.17,29,156
31403783,Apartment in historic center with balcony: LG2,144152589,Olivier,Lisboa,Santa Maria Maior,38.70933,-9.13343,Entire home/apt,129,1,30,2021-06-01,1.04,29,166
31403809,Apartment @historic center with shared terrace:LG4,144152589,Olivier,Lisboa,Santa Maria Maior,38.70933,-9.13343,Entire home/apt,129,1,70,2019-12-22,2.34,29,166
31412830,Epic surf trip in VW camper van - Lisbon Airport,24288915,Loyd,Lisboa,Olivais,38.77424,-9.10803,Entire home/apt,130,5,0,,,4,144
31413124,"Sofia’s house, 2 minutos da praia da areia branca",164480109,Claudia,Lourinh,Lourinh e Atalaia,39.26089,-9.3242,Entire home/apt,80,3,13,2020-07-31,0.57,1,298
31426469,Boogie Guincho,235399033,Parque Orbitur Guincho,Cascais,Cascais e Estoril,38.72099,-9.4657,Private room,55,1,1,2019-04-01,0.04,2,174
31429215,Vivenda com vista de mar,235415629,Diana,Mafra,Santo Isidoro,38.99977,-9.41868,Entire home/apt,180,4,8,2021-06-05,0.34,1,245
31432026,Upscale Apt w/ swimming pool in a Private Condo.,176203856,Salvador,Lisboa,Campolide,38.72969,-9.16144,Entire home/apt,60,15,8,2019-10-01,0.30,1,0
31432518,Casal do Melro - Jade´s Corner,137649350,Wim,Mafra,Ericeira,38.96664,-9.41275,Entire home/apt,102,3,2,2020-12-14,2,2,37
31433842,O Nosso Refúgio,62311813,Isabel,Mafra,Santo Isidoro,38.99427,-9.37781,Entire home/apt,60,6,3,2020-08-20,0.11,1,350
31436491,St. Vincent Patio,118991489,Inês & Manuel,Lisboa,So Vicente,38.71678,-9.12838,Entire home/apt,103,3,52,2020-09-14,1.90,2,155
31437575,Rooftop Terrace and Views in a Bourgeois Apartment,72294821,Sérgio,Lisboa,Campo de Ourique,38.71999,-9.15677,Entire home/apt,96,3,90,2021-06-08,3.31,5,223
31440517,Happy Home Lisbon,31107450,Zorilda,Lisboa,Arroios,38.7225,-9.134264,Private room,30,2,0,,,2,0
31443101,"Sweet Ericeira Surf, Apartment",129302113,José Eduardo,Mafra,Ericeira,38.97914,-9.40978,Entire home/apt,35,3,38,2020-03-08,1.35,3,113
31444493,Casa de Colares,235541343,Luis,Sintra,Colares,38.80145,-9.4451,Entire home/apt,130,5,9,2019-05-10,0.35,1,317
31456227,small (complement) room stay cosy in Lisboa,109710407,Pedro,Lisboa,Alvalade,38.75107,-9.1357,Private room,26,4,4,2019-10-02,0.19,4,0
31461302,Duques Villa Apartment n.9 with Garden and Parking,235012325,Duques Villa,Lisboa,Penha de Frana,38.72552,-9.11638,Entire home/apt,62,2,63,2020-02-23,2.17,8,350
31462108,Estoril Cascais Chalet Miramar (Sea View),24754314,Sergio,Cascais,Cascais e Estoril,38.70617,-9.39241,Entire home/apt,100,2,3,2019-10-01,0.12,4,0
31464247,Casa Bom Dia 27,235705832,Dora,Sintra,So Joo das Lampas e Terrugem,38.83585,-9.3668,Entire home/apt,100,2,53,2019-11-26,1.77,2,125
31465529,Ultra Chic Santa Catarina.,20414256,Sofia,Lisboa,Misericrdia,38.70892,-9.14955,Entire home/apt,91,2,13,2019-12-31,0.66,5,341
31466050,Cascais Handsome Apartment,235722372,Jose,Cascais,Cascais e Estoril,38.70443,-9.42945,Entire home/apt,100,2,3,2019-10-05,0.11,1,333
31472134,Room for short stays 5 min from Lisbon,88028127,Rita,Loures,"Santa Iria de Azoia, So Joo da Talha e Bobadela",38.8112,-9.09867,Private room,35,1,0,,,1,363
31479563,Casa em Cascais Garden Apartment,211467818,Ana,Cascais,Cascais e Estoril,38.70065,-9.43571,Entire home/apt,221,3,8,2020-08-06,0.69,2,111
31481086,Tranquilidade a 15 minutos do centro de Lisboa,110676982,Ana Claudia,Oeiras,Carnaxide e Queijas,38.72147,-9.25548,Private room,50,2,1,2019-03-11,0.04,1,83
31481399,Casa de Santa Teresa - South Wing & Tower,20552230,Manuel,Cascais,Cascais e Estoril,38.70558,-9.39422,Entire home/apt,419,5,1,2021-06-26,1,3,264
31484578,Duques Villa Apartment n.5 with Garden and Parking,235012325,Duques Villa,Lisboa,Penha de Frana,38.72554,-9.11778,Entire home/apt,69,2,52,2021-06-06,1.92,8,358
31485889,Vibrant apartment in the city center,209528088,Marco,Lisboa,Arroios,38.72244,-9.13538,Hotel room,42,2,12,2019-06-26,0.40,7,295
31486607,Tracey & Neill's Place in Principe Real,25391913,Portugal Portfolio - Agency,Lisboa,Misericrdia,38.71381,-9.1431,Entire home/apt,164,2,5,2019-05-26,0.25,35,358
31486922,Vibrant apartment in Lisbon old town,209528088,Marco,Lisboa,Arroios,38.72419,-9.13526,Hotel room,28,2,16,2019-08-17,0.55,7,337
31490582,Elegant Estrela Apartment With Private Patio,28995510,Lara,Lisboa,Estrela,38.71225,-9.15547,Entire home/apt,115,2,39,2021-01-04,1.46,1,152
31491885,BairroAlto@28Tram,202267613,Sandra E Ruben,Lisboa,Misericrdia,38.71074,-9.1508,Entire home/apt,75,1,4,2019-05-22,0.16,1,180
31491916,Sra do Monte Apartment 1(dto) with Outdoor Space,288645011,Carla & João,Lisboa,So Vicente,38.71861,-9.13128,Entire home/apt,49,2,40,2020-10-28,1.43,14,341
31492040,Sintra Sweet Apartment I - Casal da Fonte Longa,47771525,QTFL - Quinta Da Fonte Longa LDA,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79552,-9.3755,Entire home/apt,59,2,29,2019-11-19,0.98,2,224
31495161,"The Green, your relaxing place to stay.",220894213,Paula,Cascais,Cascais e Estoril,38.69882,-9.42254,Entire home/apt,60,4,18,2019-07-14,0.77,1,178
31502140,Spacious & Charming 3BR+3BA in Chiado!,222211198,Leaseboa,Lisboa,Misericrdia,38.71259,-9.1454,Entire home/apt,146,2,47,2019-12-31,1.56,11,294
31506225,"Anexo/Apartamento T2 ""Almost by the sea""",236062042,Arminda,Cascais,Alcabideche,38.75093,-9.4439,Entire home/apt,60,4,36,2020-08-16,1.31,1,338
31508934,Allfado - Charming Apartment in Alfama,216202127,Maria Do Céu,Lisboa,Santa Maria Maior,38.71282,-9.12592,Entire home/apt,48,2,73,2020-02-29,2.49,2,297
31511467,Secret Gem with Garden in Principe Real,54726468,Marcella,Lisboa,Santo Antnio,38.71599,-9.15391,Entire home/apt,300,3,0,,,1,82
31512144,Room in the HEART of Lisbon,28190911,Sofia,Lisboa,Campolide,38.73657,-9.15768,Private room,22,5,1,2019-07-31,0.04,1,304
31516532,Amplo Apartamento em Alcântara - Lisboa,44463111,Thiago,Lisboa,Alcntara,38.70635,-9.1891,Entire home/apt,45,3,31,2019-07-14,1.03,2,327
31524962,Odivelas apartamento entero,179368560,Luisa & Lalito,Odivelas,Odivelas,38.8004,-9.1785,Entire home/apt,80,1,3,2019-04-27,0.10,2,132
31525982,CHARMANT DUPLEX EN PLEIN CENTRE HISTORIQUE  WI FI,236248349,Anne,Lisboa,Misericrdia,38.71108,-9.1489,Entire home/apt,136,3,21,2019-09-05,0.73,1,217
31527582,Santa Catarina Design I - Serviced Apartment,132276290,Lisbon One,Lisboa,Misericrdia,38.71081,-9.14716,Entire home/apt,123,2,1,2019-06-24,0.04,4,364
31528442,Homy Alfama,236269985,Rita & Bruno,Lisboa,Santa Maria Maior,38.71133,-9.12633,Entire home/apt,70,1,109,2020-01-01,3.67,2,25
31528906,Alfama Light,236269985,Rita & Bruno,Lisboa,Santa Maria Maior,38.71297,-9.12787,Entire home/apt,69,2,100,2020-03-09,3.43,2,20
31532405,Casa Harmonica with ocean wiew,236306798,Monica,Lourinh,Lourinh e Atalaia,39.25024,-9.33397,Entire home/apt,99,3,4,2019-08-25,0.15,1,318
31532614,Classy Bairro Alto,236303941,Paula,Lisboa,Misericrdia,38.71317,-9.14334,Entire home/apt,126,2,28,2020-02-20,0.99,1,100
31533670,Blue skies panoramic Lisbon views,15925366,Tom-Isabel,Lisboa,Santo Antnio,38.72521,-9.14407,Entire home/apt,59,6,1,2019-04-22,0.04,7,217
31538530,FishermenApartments - Carcavelos - 1,193709045,Tiago,Cascais,Carcavelos e Parede,38.67915,-9.32839,Entire home/apt,74,4,8,2019-10-04,0.30,2,212
31538995,Cosy apartment in the center of Lisbon,236377002,Geo,Lisboa,Arroios,38.71676,-9.13887,Entire home/apt,120,3,1,2019-03-31,0.04,1,177
31543139,Central Room with Amazing River View (New),1208572,Felipe,Lisboa,Misericrdia,38.70767,-9.14497,Private room,45,1,1,2019-06-21,0.04,31,364
31552766,P & M - Cozy Principe Real Apartment,236492738,Pedro & Miguel,Lisboa,Misericrdia,38.71516,-9.1507,Entire home/apt,100,3,32,2020-03-13,1.20,1,190
31555669,Boutique House - Alojamento de charme,236516755,João,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.75527,-9.3982,Private room,80,3,1,2020-02-11,0.06,1,0
31557158,Chill in a Hanging Garden Chair at a Zen Riverside Haven,235012325,Duques Villa,Lisboa,Penha de Frana,38.72718,-9.11719,Entire home/apt,92,2,45,2020-02-11,1.58,8,349
31557952,Ericeira Sunset Beach House,147251029,Ana Paula,Mafra,Ericeira,38.96934,-9.41759,Entire home/apt,65,4,36,2021-06-07,1.57,3,289
31577206,Sao Bento Stylish Cozy Apt with AC Balcony,168924681,"Eva, Gabriel, Lays E Andreia",Lisboa,Misericrdia,38.71163,-9.15229,Entire home/apt,77,2,81,2020-02-05,2.84,27,18
31579254,"A Portuguesa IV, at Bica's Funicular",3250665,The Blue House,Lisboa,Misericrdia,38.70866,-9.14546,Entire home/apt,50,2,31,2019-12-02,1.24,12,0
31579470,TravelingToLisbon 55 - Baixa,140893245,TravelingToLisbon,Lisboa,Arroios,38.71628,-9.13795,Entire home/apt,122,1,2,2019-07-07,0.07,46,0
